Name,Ingredients,Garnish,Preparation
seersucker sunshine,".75 oz luxardo bitter bianco, 1.5 oz seersucker gin, .5 oz lillet blanc, 1.5 oz sauternes, 2 dash orange blossom water",lemon wheel,"rinse the glass with orange blossom water and pour cocktail. shake egg white, sauternes and lemon juice vigorously dry for 25 seconds, then add ice, gin, luxardo bitter bianco and lillet blanc, shake again for 10 seconds. strain into nick & nora, garnish with a lemon wheel."
bubbleliciously delicious,".5 oz luxardo fernet, 1.5 oz luxardo triplum (triple sec), 1 dash angostura bitters, 2 slices satsuma slices, 2 oz sioux city sarsparilla soda",,serve cold and garnish with a scoop of vanilla bean ice cream swirled with luxardo maraschino cherry juice.
wooster 53,"1.5 oz no.3 london dry gin, .75 oz grapefruit juice, .75 oz ginger/cardamom/honey syrup*, .25 oz lime juice,  float tonic water",grapefruit twist,"serve in a champagne flute up to 60% full and top with tonic water up to 80% full, garnish with a grapefruit twist.

*ginger/cardamom/honey syrup:
bring about 8 cups of water to a boil, once boiling turn off heat and add 2 cups of cardamom pods. let sit for about 6 hours. strain the pods out, add 1 qt (32 oz) of honey and stir until dissolved. for an added cardamom boost: place the cardamom pods with the cardamom/honey ""tea"" in a blender. blend and press through a fine strainer so as to discard the solids but keep the flavor."
the king's mulled cider,"2 oz king's ginger liqueur, 5 oz hard apple cider, 5 oz fresh apple juice","lemon, cinnamon stick, fresh blackberries","serve in a handled glass, hot or over ice. garnish with lemon, cinnamon stick and fresh blackberries."
mango no. 3,"2 oz no.3 london dry gin, .75 oz lemon juice, .25 oz serrano pepper syrup*, 1.5 oz mango juice, 2 dash angostura bitters",basil,"serve in a julep cup with crushed ice and basil garnish.

*serrano pepper syrup:
take 6 serrano peppers. slice 4 in half, carefully de-vein and seed them (this will take some of the heat away, make absolutely sure to wash your hands after handling the peppers, avoid touching anything unless you've washed your hands), place a skillet on medium to high heat and roast the peppers until they are a little charred. once charred place in a blender with about 2 cups of water and throw in the 2 remaining fresh serranos (seeds and all). blend and strain out the solids. add 1 cup of demarara sugar to the serrano pepper water and stir until it is dissolved."
vintage reserve sour,"1.5 oz glenrothes vintage reserve, .5 oz lemon juice, 1 dash simple syrup","orange peel, luxardo cherry",serve in a rocks glass with an orange peel garnish and a luxardo cherry.
the king's queen,"50 ml king's ginger liqueur, 25 ml fresh lime, 1 slice fresh ginger, 4 strawberries strawberries(muddled)",,serve in a tall glass over ice.
rita's song,"2 oz nikka whisky taketsuru pure malt 12 yo, .5 oz 15 yo sherry, 2 dash dr. adam's boker's bitters, .25 oz simple syrup",,serve in an old fashioned glass over a large ice cube.
the rusty tack,"1 oz king's ginger liqueur, 1 oz glenrothes vintage reserve",,serve neat or on the rocks.
space age pop,"1 1/2 oz chinaco reposado, 1 oz luxardo amaro abano, 1/2 oz luxardo maraschino liqueur, 1/4 oz fresh lemon juice",orange oil,serve on one big rock.
the house of duncan,"1.5 oz glenrothes vintage reserve, .5 oz luxardo sangue morlacco cherry liqueur, .25 oz king's ginger liqueur, 1 dash angostura bitters",luxardo cherry,serve on the rocks. garnish with a luxardo cherry.
the king and tonic,"1.5 oz king's ginger liqueur, 3 oz fever-tree tonic water, 1 dash angostura bitters",,serve over ice in a collins glass.
big and bright,"1.5 oz no.3 london dry gin, .5 oz king's ginger liqueur, 1 oz fresh grapefruit juice, .25 oz honey, .25 oz fresh lime juice , 1 dash fire and damnation bitters, 1 splash club soda",,serve tall on the rocks.
bakko & zengo,"1.5 oz nikka coffey grain whisky, .25 oz house-made allspice dram, .25 oz heavy cream, .25 oz simple syrup, 1  whole egg, 2 dash chocolate bitters",,served in a snifter with grated cinnamon.
tamaulipas margarita,"2 oz chinaco blanco tequila, 1.5 oz fresh lime juice, 1 oz agave nectar",lime wheel,"served in v-shaped rocks glass with ""vintage ice"".
"
long island limoncello martini,"1 oz hangar 1 buddha's hand citron vodka, 1 oz luxardo limoncello, .75 oz fresh lemon juice, .25 oz monin cane syrup",lemon wheel,served up and finished with a lemon wheel.
endless summer,"1.5 oz ypioca brasilizar cachaca prata reserva especial, .75 oz luxardo bitter, .25 oz luxardo maraschino liqueur, .75 oz lemon juice, 1 dash lemon bitters",,served up in a coupe glass.
"yes, queen!","2 oz h by hine, 1 oz dolin dry vermouth, .5 tsp giffard banane du brésil, .5 tsp honey syrup",lemon peel,served up with a lemon peel garnish.
northern hemisphere (nikka 12 edition),"2 oz nikka whisky taketsuru pure malt 12 yo, 1 oz english harbour rum, .75 oz the genuine curacao liqueur clear, .75 oz lemon juice, .75 oz pineapple juice, .75 oz grenadine*",lemon wheel with umbrella,shake - pebble/crushed ice
italian riviera mojito,"1 oz coconut rum, .5 oz funkin passion fruit puree, .5 oz briottet creme de banane, .5 oz fresh squeezed lime, 8 leaves mint leaves",mint sprig,"shake & dump into collins glass, top with prosecco, cap with crushed ice. garnish with mint sprig.
"
on the fritz,"1.5 oz junipero gin, .5 oz chateau de montifaud pineau des charentes blanc, .75 oz lemon verbena cordial*, .5 oz lemon juice,  top mixwell young ginger ale",lemon verbena leaf,"shake all ingredients and double strain over fresh ice. garnish with lemon verbena leaf.

*lemon verbena cordial:
-- fresh lemon verbena
-- fresh mint
-- grapefruit peel
-- lemon peel
-- pure cane sugar
-- citric acid

make a fresh herb and citrus peel tea and add sugar and citric acid to taste. let cool before using."
bajo control,"2 oz barsol perfecto amor (aperitif wine), 1 oz dolin dry vermouth, .75 oz lemon juice, .5 oz agave syrup",orange horse-neck peel,"shake all ingredients and double strain. serve in a hurricane glass, add 2 oz lager. garnish with an orange horse-neck peel."
cock-tail,"1.5 oz junipero gin, .75 oz tempus fugit alessio vermouth di torino rosso, .25 oz drambuie, .25 oz rich brown sugar simple syrup*, 4  large pieces candied ginger, 3 dash angostura bitters",,"shake all ingredients and strain into a coupe glass. express a lemon peel over the drink and discard.

*rich brown sugar simple syrup:
-- 2 cups brown sugar
-- 1 cup water

combine sugar and water in a small saucepan over medium heat and stir until sugar dissolves. remove from heat, let cool to room temperature and transfer to a clean glass jar. cover and keep refrigerated for up to 2 weeks."
tea party cocktail,"1.5 oz no.3 london dry gin, .5 oz king's ginger liqueur, .5 oz orange marmalade syrup, .25 oz lemon juice, 1 oz bergamot tea foam",pinch bergamot tea leaves,"shake all ingredients except foam, strain into chilled cocktail ""coupe"". layer foam onto cocktail. add garnish."
delicious in mauritius,"1.5 oz pink pigeon rum, .5 oz white peach puree, .25 oz hibiscus syrup, .25 oz lemon juice, .5 oz ginger ale",lemon zest,"shake all ingredients except ginger ale, then strain into chilled cocktail ""coupe"" glass. float ginger ale and zest of fresh lemon."
oaxacan martini,"2 oz mezcal, .5 oz mandarine napoleon, .5 oz lime juice, 1 oz castelvetrano olive brine, 3 dash fennel bitters","xoconostle, stuffed castelvetrano olive",shake all ingredients for 10-15 seconds (over shaking will over dilute) and fine strain into chilled coupe glass. garnish with xoconostle (sour prickly pear) and a stuffed castelvetrano olive.
geaux geaux cup,"1 oz junipero gin, 1 oz maurin quina, .5 oz fresh lemon, .5 oz pages elderflower syrup,  top ginger ale",cucumber slice,"shake all ingredients in an ice-filled cocktail shaker. strain into a chilled serving glass. top with a splash of ginger ale. garnish with a cucumber slice, quartered."
creole cobbler,"1 oz junipero gin, 1 1/2 oz sathenay crème de peche, 1/2 oz fresh lemon juice,  oz 2 dashes orange bitters",,"shake all ingredients in an ice-filled cocktail shaker. strain, and serve."
7th heaven,"1.5 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, 1 oz grapefruit juice, .25 oz pages elderflower syrup, 1 dash angostura bitters",lemon or orange peel,shake all ingredients in an iced-filled cocktail shaker. strain into chilled martini glass or cocktail coupe.
amaretto sourball,"1 oz vodka, 1 oz luxardo amaretto di saschira, 1 splash lemon juice, 1 splash orange juice",,"shake all ingredients together with ice in a cocktail shaker. strain into a small old-fashioned glass, and serve."
santa patricia,"1 oz blanco tequila, .5 oz dry curacao, .5 oz luxardo bitter, .75 oz fresh ruby red grapefruit juice , .5 oz cinnamon syrup ",fresh grapefruit slice,shake all ingredients very well with ice and strain over ice into a highball glass.
banana's froster,"1.5 oz junipero gin, 1 oz briottet creme de banane, .5 oz cream (half & half), 2 dash chocolate bitters",fresh mint sprig,"shake all ingredients vigorously with lots of ice in a shaker. strain, and serve. garnish with a fresh mint sprig."
p.t. barnum cocktail,"1.5 oz no.3 london dry gin, .5 oz luxardo apricot liqueur, .5 oz fresh lemon juice , 1 dash angostura bitters",orange or lemon peel,shake all ingredients well in cocktail shaker. strain into chilled martini glass or cocktail coupe.
no.3 bramble,"1.5 oz no.3 london dry gin, .5 oz fresh lemon juice, .5 oz briottet creme de mure (blackberry), .25 oz pages elderflower syrup, 1 dash angostura bitters (optional)",blackberry or mint,shake all ingredients well in cocktail shaker. strain into ice filled rock glass. top with soda.
tahitian fix,"2 oz barsol selecto italia pisco, .75 oz fresh lemon juice, .5 oz vanilla agave nectar, .5 oz pineapple gomme syrup, 1.5 oz seltzer water",lavendar blossom,shake all ingredients with ice and fine strain into collins glass. top with seltzer water and add lavender blossom garnish.
pisco punch (adaptation by the commissary),"2 oz barsol selecto italia pisco, 1 oz lemon juice, .75 oz small hand foods pineapple gum syrup, .5 oz falernum",nutmeg,shake all ingredients with ice and strain into a coupe glass. nutmeg on top for garnish.
the king merlet sidecar,"1.5 oz h by hine, .5 oz luxardo triplum (triple sec), .5 oz king's ginger liqueur, .5 oz fresh lemon juice, 1 oz pressed apple juice","flamed lemon peel, apple slice",shake all ingredients with ice and strain into an iced up glass with brown sugar rim.
3:00 am,"1.5 oz no.3 london dry gin, .75 oz h by hine, .75 oz luxardo triplum (triple sec), .5 oz king's ginger liqueur, .5 oz fresh lime juice","lime wedge, luxardo cherry",shake all ingredients with ice and strain into an iced up glass.
apricot lady,"1.25 oz light rum, 1 oz luxardo apricot liqueur, .25 tsp triple sec, 1 tbsp lime juice, 1  egg white",orange slice,shake all ingredients with ice and strain into old fashioned glass over ice cubes. add an orange slice.
essence no.5 (adapted),"1.5 oz no.3 london dry gin, .75 oz luxardo triplum (triple sec), .5 oz lavander syrup, 1 oz fresh lime juice, 4  raspberries",channeled lemon wheel,shake all ingredients with ice then double strain into a chilled cocktail glass. garnish with channeled lemon and raspberry on the rim.
last word,".75 oz luxardo maraschino liqueur, .75 oz junipero gin, .75 oz green chartreuse, .75 oz fresh lime juice",,shake all ingredients with ice then strain into a chilled cocktail glass.
white lady (classic) (adapted),"1.5 oz no.3 london dry gin, .75 oz luxardo triplum (triple sec), .75 oz fresh lemon juice, .5 oz egg white",lemon peel,shake all ingredients with ice then strain into a chilled cocktail glass.
toasted drop,"1.5 oz citrus-flavored vodka, .75 oz luxardo limoncello, .5 oz luxardo amaretto di saschira, 1 oz fresh sweet n' sour, .5 oz egg white",cinnamon sugar rim,shake all ingredients with ice then strain into a chilled cocktail glass.
the windtalker,"1.5 oz hirsch small batch reserve bourbon, .75 oz luxardo amaretto di saschira, .5 oz king's ginger liqueur, .75 oz fresh lemon juice, .5 oz egg white",orange slices,shake all ingredients with ice then strain over fresh ice into an old fashioned glass.
arapa cocktail,"1.5 oz barsol supremo moste verde italia pisco, .5 oz junipero gin, .75 oz luxardo triplum (triple sec), .5 oz lemon juice, 1 dash fee bros. rhubard bitters",luxardo cherry,shake all ingredients with ice. double strain into a chilled martini glass. garnish with a luxardo maraschino cherry.
kay pacha mi pacha,"1.5 oz barsol supremo moste verde italia pisco, .5 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, .5 oz lemon juice, 2 dash angostura orange bitters",luxardo cherry,shake all ingredients with ice. double strain into a chilled martini glass. garnish with a luxardo maraschino cherry.
creole summer,"1.5 oz vanilla flavored vodka, .75 oz luxardo limoncello, 1 oz fresh sweet n' sour, .5 oz passion fruit puree, .5 oz egg white, 7 dash green tabasco",channeled lemon wheel,shake all ingredients with ice. strain into a chilled cocktail glass.
pontchartrain punch,"1.25 oz junipero gin, .5 oz fresh lime juice, .5 oz the genuine curacao liqueur blue, .25 oz pages elderflower syrup",,shake all ingredients with lots of ice. strain into serving glass. top off with a splash of club soda.
junipero jolly,"1 oz junipero gin, .5 oz lemorton pommeau de normandie, .75 oz house-made green apple purée*, .75 oz lemon juice, .5 oz honey syrup",sage leaf,"shake all ingredients. serve over crushed ice in a collins glass. garnish with a sage leaf.

*substitute with perfect puree green apple flavor"
